,TITLE,DESCRIPTION,LINK,INGREDIENTS,DIRECTIONS,MACROS
86,Brussels Sprouts with Sherry-Asiago Cream Sauce,"Can a rich cream sauce be healthy? Yes, when it's made with a little full-flavored cheese like Asiago, low-fat milk and sherry. Look for dry-to-medium sherry sold with other fortified wines in your wine or liquor store.",https://www.allrecipes.com/recipe/141456/brussels-sprouts-with-sherry-asiago-cream-sauce/,"1 pound Brussels sprouts, trimmed and halved,1 tablespoon extra-virgin olive oil,2 tablespoons minced shallot,1 tablespoon all-purpose flour,⅔ cup low-fat milk,2 tablespoons sherry,⅓ cup finely shredded Asiago cheese,⅛ teaspoon salt,1 pinch Freshly ground pepper to taste,","Directions
Place Brussels sprouts in a steamer basket and steam in a large saucepan over 1 inch of boiling water until tender, about 8 minutes.
Meanwhile, heat oil in a small saucepan over medium heat. Add shallot and cook, stirring once or twice until just starting to brown, 1 to 1 1/2 minutes. Sprinkle in flour; stir until combined. Whisk in milk and sherry; bring to a simmer, whisking constantly. Reduce heat to medium-low and simmer, stirring often, until thickened and bubbly, about 3 minutes. Remove from the heat; stir in cheese, salt and pepper. Spoon the sauce over the sprouts.","145
Calories,7g
Fat,15g
Carbs,8g
Protein,"
87,Creamy Baked Asiago Chicken Breasts,"Easy, delicious, and cheesy chicken breasts--with plenty of Asiago flavor! Add a touch of black pepper, balsamic vinegar, and additional Asiago cheese just before serving for the best results.",https://www.allrecipes.com/recipe/274981/creamy-baked-asiago-chicken-breasts/,"4 boneless, skinless chicken breasts,½ cup grated Asiago cheese,½ cup light mayonnaise,¼ cup low-fat plain Greek yogurt,¼ cup dry white wine,1 ½ teaspoons dried oregano,1 teaspoon garlic powder,1 teaspoon onion powder,1 pinch ground nutmeg,freshly ground black pepper to taste,1 tablespoon aged balsamic vinegar, or to taste,2 tablespoons grated Asiago cheese, or to taste,","Directions
Preheat the oven to 375 degrees F (190 degrees C). Grease a 9x13-inch baking dish.
Place chicken breasts in the prepared baking dish. Whisk together Asiago cheese, mayonnaise, Greek yogurt, wine, oregano, garlic powder, onion powder, and nutmeg in a small bowl. Pour evenly over chicken breasts.
Bake, uncovered, in the preheated oven until chicken is no longer pink in the center and the juices run clear, 40 to 50 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Top with black pepper, balsamic vinegar, and additional Asiago cheese just before serving.
Kim","322
Calories,18g
Fat,6g
Carbs,30g
Protein,"
88,Asiago Hash Browns,"This creamy blend of hash brown potatoes and Asiago cheese makes a great side dish, or may even be served for breakfast!",https://www.allrecipes.com/recipe/67705/asiago-hash-browns/,"1 (30 ounce) package frozen hash brown potatoes, thawed,1 ½ cups grated Asiago cheese,1 medium onion, chopped,1 (8 ounce) container sour cream,8 fluid ounces heavy cream,½ cup butter, melted,paprika to taste,salt and pepper to taste,","Directions
Preheat oven to 350 degrees F (175 degrees C).
In a medium casserole dish, mix the hash browns, Asiago cheese, onion, sour cream, heavy cream, and butter.
Bake 1 hour in the preheated oven, or until hash browns are fully cooked and the top is lightly browned. Season with paprika, salt, and pepper.","429
Calories,41g
Fat,22g
Carbs,9g
Protein,"
89,Kumquat Salad,This is a delicious and colorful salad certain to please friends who appreciate unusual cuisine!,https://www.allrecipes.com/recipe/46124/kumquat-salad/,"⅓ cup extra virgin olive oil,⅓ cup red wine vinegar,1 teaspoon brown sugar,¼ teaspoon freshly ground black pepper,5 ounces mixed baby greens,2 green onions, chopped,½ cup chopped celery,1 carrot, julienned,½ cup broccoli florets,½ cup cauliflower florets,1 avocados - peeled, pitted and diced,1 teaspoon fresh lemon juice,2 ounces grated Asiago cheese,3 ounces pine nuts, toasted,4 ounces kumquats - rinsed, seeded and sliced,","Directions
To prepare the dressing, place extra virgin olive oil, red wine vinegar, brown sugar, and pepper in a small container with a lid. Shake well to blend.
In a medium bowl, toss together baby salad greens, green onions, celery, carrot, broccoli, and cauliflower. Sprinkle avocado with lemon juice, and toss into the mixture. Sprinkle mixture with Asiago cheese and pine nuts. Toss in kumquats. Serve with the olive oil dressing.","474
Calories,41g
Fat,19g
Carbs,12g
Protein,"
90,Asiago Sun-Dried Tomato Pasta,This recipe is sooo good and definitely not low fat. The creamy sun-dried tomato Asiago sauce is delicious!,https://www.allrecipes.com/recipe/42579/asiago-sun-dried-tomato-pasta/,"2 cups heavy cream,1 cube chicken bouillon,1 tablespoon Asiago Cheese,1 tablespoon cornstarch, mixed with equal parts water,1 cup chopped sun-dried tomatoes,1 (16 ounce) package bow tie pasta,¾ cup bacon,¼ cup butter,1 cup diced red onion,2 cloves garlic, chopped,1 cup chopped green onion,1 pound grilled skinless, boneless chicken breast, diced,1 cup heavy cream,2 tablespoons chopped fresh parsley,","Directions
In a large saucepan over medium heat, cook 2 cups cream until just bubbling. Watch carefully, to ensure that it doesn't boil over. Stir in bouillon and Asiago cheese. Stir with a whisk until dissolved. Add cornstarch mixture, and simmer until sauce is thickened, stirring constantly. Mix in the sun-dried tomatoes. Set aside, or cover and refrigerate for later use.
Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside.
Melt butter in a large saucepan over medium heat. Saute red onion until soft and translucent. Stir in garlic and cooked bacon, and cook for 2 minutes. Stir in green onions, chicken and 1 cup cream. Cook, stirring, until cream is heated through. Add Asiago cream sauce, and heat through. Toss with cooked pasta until evenly coated, and sprinkle with chopped parsley.","733
Calories,47g
Fat,51g
Carbs,29g
Protein,"
91,Greg's Easy Spaghetti with Balsamic Chicken,"This quick one pot meal features spaghetti with chopped chicken, cherry tomatoes, balsamic vinegar, and shredded Asiago cheese.",https://www.allrecipes.com/recipe/244885/gregs-easy-spaghetti-with-balsamic-chicken/,"1 (12 ounce) box Barilla® Pronto™ Spaghetti,3 cups cold water,2 cups cooked, cubed chicken breast,1 cup cherry tomatoes, halved,3 tablespoons balsamic vinegar,½ cup shredded Asiago cheese,5 basil leaves, cut chiffonade style,Salt and black pepper to taste,","Directions
Pour whole box of pasta into a large skillet (approximately 12 inches in diameter). Pour 3 cups of cold water into the pan ensuring that the water covers the pasta. Turn the burner to high and set your timer to 10 minutes (optional: add a bit of salt to taste).
After 7 minutes add chicken, tomatoes and vinegar; cook an additional 3 minutes.
Remove from heat.
Fold in cheese and sprinkle with basil. Serve immediately.","331
Calories,7g
Fat,45g
Carbs,22g
Protein,"
92,Hot Asiago and Spinach Dip,"This cheesy and creamy hot dip is perfect for entertaining and can also be served as an appetizer. Serve with pita bread, baguette, tortilla chips, or veggies.",https://www.allrecipes.com/recipe/160422/hot-asiago-and-spinach-dip/,"1 (8 ounce) package cream cheese, softened,½ cup mayonnaise,½ cup sour cream,2 teaspoons minced garlic,2 cups grated Asiago cheese,½ cup minced fresh parsley,1 ½ cups frozen chopped spinach, thawed and drained,","Directions
Preheat oven to 350 degrees F (175 degrees C).
Combine the cream cheese, mayonnaise, sour cream, and garlic in a mixing bowl. Add the Asiago cheese and parsley; mix well. Press as much moisture out of the spinach as you can; stir into the mixture. Spread into the bottom of an 8 1/2 x 10 baking dish.
Bake in the preheated oven until the middle is bubbling and the edges are golden brown, 20 to 25 minutes.","112
Calories,11g
Fat,1g
Carbs,4g
Protein,"
93,Scalloped Sweet Potatoes and Butternut Squash,"I made up this sweet potato and butternut squash recipe to go with some grilled salmon and boy, it sure turned out a lot better than I expected! A nice twist on the old scalloped potatoes.",https://www.allrecipes.com/recipe/228878/scalloped-sweet-potatoes-and-butternut-squash/,"2 sweet potatoes, quartered lengthwise,1 butternut squash, quartered and seeded,2 tablespoons olive oil, or as needed,3 tablespoons butter,½ yellow onion, chopped,2 cups milk,2 tablespoons all-purpose flour,1 ½ teaspoons minced fresh sage, or more to taste,1 pinch garlic salt, or to taste,ground black pepper to taste,¼ cup grated Asiago cheese,","Directions
Preheat the oven to 350 degrees F (175 degrees C). Grease an 8x8-inch baking dish.
Brush sweet potatoes and squash with olive oil. Arrange sweet potatoes on a baking sheet; set squash aside.
Bake sweet potatoes in the preheated oven for 5 minutes. Add squash to sweet potatoes; cook until almost tender, 10 to 15 minutes. Remove and cool.
Heat butter in a saucepan over medium heat; cook and stir onion in butter until tender, about 10 minutes. Add milk, flour, and sage; season with garlic salt and black pepper. Cook and stir until flour is dissolved and sauce is thickened, 5 to 10 minutes.
Remove and discard skins from sweet potatoes and squash. Thinly slice sweet potatoes and squash. Arrange sweet potato slices in the bottom of the prepared baking dish. Layer 1/2 of the squash atop sweet potatoes. Pour a little less than 1/2 of the cream sauce over squash. Sprinkle with 1/2 of the Asiago cheese. Repeat layering with remaining squash, cream sauce, and Asiago cheese, respectively. Cover the dish with aluminum foil.
Bake in the preheated oven for 25 minutes. Remove foil and bake until cheese is melted and bubbling, about 10 more minutes.
Tips
If it seems like there is not enough sauce after preparing the second layer, you can pour 1/2 cup milk over the top to add a little more liquid.","275
Calories,13g
Fat,35g
Carbs,7g
Protein,"
94,Delicious Creamed Kale With Mushrooms,Goes great as a side dish to any protein-based entree.,https://www.allrecipes.com/recipe/231560/delicious-creamed-kale-with-mushrooms/,"3 tablespoons butter,1 bunch kale, stems removed and leaves chopped,1 large shallot, thinly sliced,5 crimini mushrooms, sliced,¾ cup heavy whipping cream,¼ cup shredded Asiago cheese,4 cloves garlic, crushed to a paste,1 pinch salt and ground black pepper to taste,","Directions
Heat butter in a large skillet over medium heat; cook and stir kale and shallot until kale is tender, about 5 minutes. Stir mushrooms, cream, Asiago cheese, garlic, salt, and black pepper into kale mixture. Reduce heat to low and simmer until cream has thickened and mushrooms are tender, about 10 minutes.
Cook's Note:
Salt level is critical, be sure to taste as you go.","333
Calories,28g
Fat,17g
Carbs,8g
Protein,"
95,Creamy Cauliflower and Asiago Soup,"Warm, hearty, and creamy, this recipe is a great way to get kids to eat cauliflower, but can also be used to impress guests.",https://www.allrecipes.com/recipe/221176/creamy-cauliflower-and-asiago-soup/,"3 (14 ounce) cans low-sodium chicken broth,1 head cauliflower, cut into 1-inch pieces,¼ cup dry white wine,2 bay leaves,1 clove garlic, diced,1 (8 ounce) package cream cheese, softened,4 ounces diced Asiago cheese, or more to taste,salt and ground black pepper to taste,1 tablespoon chopped fresh rosemary,2 teaspoons fresh thyme leaves,","Directions
Bring chicken broth to a boil in a large pot. Cook cauliflower, white wine, and bay leaves in the boiling broth over medium-high heat until cauliflower is tender, 10 to 15 minutes.
Mix garlic, cream cheese, and Asiago cheese together in a bowl.
Strain cauliflower from broth with a slotted spoon and add to the cheese mixture. Remove bay leaves from stock and discard.
Mash cauliflower and cream cheese mixture with a potato masher until well mixed; season with salt and black pepper.
Stir cauliflower mixture into the broth until smooth. Season with rosemary, thyme, salt, and black pepper.","249
Calories,19g
Fat,7g
Carbs,12g
Protein,"
